name,reviewCount,rating,published,title,content,brand,contentclean,sscore,gender,ts,year,month,weekday
Verner Christoffersen,1.0,15,2020-09-03,778980 og846118,778980 og846118Købte køl-frys 9/8 men der manglede vendebeslag til døren.Blev lovet at ville modtage det inden for 8 dage. Skrev til kundeservice og modtog ikke svar. Ringede efter 72 timer hvor kundeservice der sagde at de havde ikke læst min mail; men de ville gøre noget nu?Stadig ikke modtaget noget og igen skrevet til kundeservice 31/8Har pt d 3/9 ikke hørt noget eller modtaget nogetVerner christoffersen,Power,778980 og846118Købte køl-frys 9/8 men der manglede vendebeslag til døren.Blev lovet at ville modtage det inden for 8 dage. Skrev til kundeservice og modtog ikke svar. Ringede efter 72 timer hvor kundeservice der sagde at de havde ikke læst min mail; men de ville gøre noget nu?Stadig ikke modtaget noget og igen skrevet til kundeservice 31/8Har pt d 3/9 ikke hørt noget eller modtaget nogetVerner christoffersen,0.11018518518518515,M,2020-09-03,2020,9,3
Martin Saldern Schrøder,21.0,15,2021-07-27,Købte en blæser der havde været brugt…,Købte en blæser der havde været brugt tidligere. (Emballagen var brudt og der var allerede sat batterier i fjernbetjening + at blæser lugtede af kat) Uden at jeg var blevet oplyst om det. Det synes jeg er mega dårlig stil.,Power,Købte en blæser der havde været brugt tidligere. (Emballagen var brudt og der var allerede sat batterier i fjernbetjening + at blæser lugtede af kat) Uden at jeg var blevet oplyst om det. Det synes jeg er mega dårlig stil.,-0.9569444444444444,M,2021-07-27,2021,7,1
Inge. Bendtsen,21.0,35,2020-06-07,Syntes tit det er svært at få fat i en…,"Syntes tit det er svært at få fat i en ledig medarbejder lang ventetid. Samt var jeg noget undren over i ikke havde sprit ved indgangen i disse tider, så en masse børn bruge tablet og mobiltlf.",Power,"Syntes tit det er svært at få fat i en ledig medarbejder lang ventetid. Samt var jeg noget undren over i ikke havde sprit ved indgangen i disse tider, så en masse børn bruge tablet og mobiltlf.",0.10984848484848488,Ukendt,2020-06-07,2020,6,6
anne,28.0,15,2021-01-10,Dårlig service og ikke respekt for julegave tiden,"Bestilte en Bluetooth højtaler til en julegave, købte d. 29/11 og grundet corona over nettet for at undgå at tage ud fysisk, men da den skulle være til afhentning d. 12 /12 .D.14 har jeg ikke hørt noget og låner en bil til at tage ud og afhente...for må jo være en fejl tænkte jeg.Men ved power får jeg hovent at vide, at de slet ikke kan hjælpe derude og jeg må ringe ind til hovedkontoret. Senere på dagen får jeg en mail om min vare ikke kommer frem før jul og om jeg vil have en erstatnings vare i stedet, hvilket ville have været fint, havde de ikke tilbudt en langt dårligere substitut med 12 timers strøm fremfor 16.Efter jul er varen så kommet hjem, men nu er verden endnu mere lukket ned. Føler jeg skulle have købt andet sted og vil nok ikke stole på de tager julegaver alvorligt en anden gang. Forslag: uddan jeres personale ved udleveringssteder til kundeservice og giv dem mulighed for at hjælpe, - glade kunder kommer igen. Og giv bedre alternativer når I ikke kan leverer, navnlig op til jul, aldrig dårligere... og giv gratis fragt til kunderne her i corona som I ikke fik afleveret til jul.",Power,"Bestilte en Bluetooth højtaler til en julegave, købte d. 29/11 og grundet corona over nettet for at undgå at tage ud fysisk, men da den skulle være til afhentning d. 12 /12 .D.14 har jeg ikke hørt noget og låner en bil til at tage ud og afhente...for må jo være en fejl tænkte jeg.Men ved  får jeg hovent at vide, at de slet ikke kan hjælpe derude og jeg må ringe ind til hovedkontoret. Senere på dagen får jeg en mail om min vare ikke kommer frem før jul og om jeg vil have en erstatnings vare i stedet, hvilket ville have været fint, havde de ikke tilbudt en langt dårligere substitut med 12 timers strøm fremfor 16.Efter jul er varen så kommet hjem, men nu er verden endnu mere lukket ned. Føler jeg skulle have købt andet sted og vil nok ikke stole på de tager julegaver alvorligt en anden gang. Forslag: uddan jeres personale ved udleveringssteder til kundeservice og giv dem mulighed for at hjælpe, - glade kunder kommer igen. Og giv bedre alternativer når I ikke kan leverer, navnlig op til jul, aldrig dårligere... og giv gratis fragt til kunderne her i corona som I ikke fik afleveret til jul.",0.6938596491228072,F,2021-01-10,2021,1,6
Mehdi Nikzad,1.0,55,2020-06-02,Halt,Halt Aidt tak for 🤓,Power,Halt Aidt tak for 🤓,0.9166666666666701,Ukendt,2020-06-02,2020,6,1
Malene Aagaard Birch,2.0,15,2022-12-06,Købte et cover til PS5 til Black friday…,"Købte et cover til PS5 til Black friday via click and collect i Glostrup. Henter pakken, men får et pink cover udleveret og ikke et rødt som jeg har bestilt og betalt for.  Da vi vil bytte det, kan vi ikke få et rødt cover, selvom det er det vi har bestilt og betalt for. Men vi kan købe det til fuld pris (+200kr) på nettet igen. Det er ikke god kundeservice!!",Power,"Købte et cover til PS5 til Black friday via click and collect i Glostrup. Henter pakken, men får et pink cover udleveret og ikke et rødt som jeg har bestilt og betalt for.  Da vi vil bytte det, kan vi ikke få et rødt cover, selvom det er det vi har bestilt og betalt for. Men vi kan købe det til fuld pris (+200kr) på nettet igen. Det er ikke god kundeservice!!",1.9522455054545451,F,2022-12-06,2022,12,1
Torsten Christensen ,10.0,45,2023-01-01,Levering til tiden,Dato for oplevelse: 31. december 2022,Power,Dato for oplevelse: 31. december 2022,0.5,M,2023-01-01,2023,1,6
Isabella,3.0,15,2021-01-30,"Jeg har haft en utrolig dårlig oplevelse med power beliggende i Kolding, jeg har fået annulleret to ordre fordi varerne ikke var på lager (det var bestilt) og har ventet på mine penge i over en uge nu",Jeg har haft en,Power,Jeg har haft en,0.0,Ukendt,2021-01-30,2021,1,5
Jan Jensen,120.0,55,2022-04-18,God service og pris,"Mit gamle TV gik i stykker og jeg så et godt LG TV tilbud og via deres chat og god service, så fik jeg købt mit nye fjernsyn. Varen kom til aftalt tid og chaufføren ringede endda som aftalt tid 30 minutter før ankomst. Han skulle levere til min fordør, men da jeg boede på 2. Sal, så tilbød jeg ham kontant betaling, hvis han ville hjælpe mig. Det ville han så ikke, så jeg måtte ringe efter hjælp. Det var lidt øv - efter en ellers virkelig god service.",Power,"Mit gamle TV gik i stykker og jeg så et godt LG TV tilbud og via deres chat og god service, så fik jeg købt mit nye fjernsyn. Varen kom til aftalt tid og chaufføren ringede endda som aftalt tid 30 minutter før ankomst. Han skulle levere til min fordør, men da jeg boede på 2. Sal, så tilbød jeg ham kontant betaling, hvis han ville hjælpe mig. Det ville han så ikke, så jeg måtte ringe efter hjælp. Det var lidt øv - efter en ellers virkelig god service.",0.6715790598290596,M,2022-04-18,2022,4,0
Frederik,3.0,15,2020-07-14,Prismatch - falsk betegnelse,"Bemærk, Power tilbyder ikke prismatch på alle danske konkurrenter - kun dem de selv vælger. Eks. havde Computersalg  et produkt 100 kr. billigere, men Power ville ikke prismatche prisen, da de ikke er på deres liste.",Power,"Bemærk,  tilbyder ikke prismatch på alle danske konkurrenter - kun dem de selv vælger. Eks. havde Computersalg  et produkt 100 kr. billigere, men  ville ikke prismatche prisen, da de ikke er på deres liste.",0.14249999999999996,M,2020-07-14,2020,7,1
Frank,7.0,55,2022-12-29,Super god oplevelse,"Super god oplevelse. Brugte 4500,- mere end forventet",Power,"Super god oplevelse. Brugte 4500,- mere end forventet",0.6666666666666657,M,2022-12-29,2022,12,3
CF,4.0,25,2021-01-26,Desværre en utrolig dårlig service,"Desværre en utrolig dårlig service. Vi havde bestilt et køleskab, og betalt for at få det båret op på 4., men da de to fragtmænd kommer, siger de at det ikke kan komme op, og det bliver så stående nede i vores opgang. Kundeservice fortæller at de først kan få nogle nye fragtmænd ud om et par dage, men da det jo ikke bare kan stå i vores opgang, måtte vi have fat i nogle andre flyttemænd, som heldigvis hurtigt kunne komme, og fik det op uden problemer. Hvorfor ikke bare ordne det ordentligt første gang, når det jo sagtens kunne lade sig gøre. Men nu har vi betalt ekstra, og med baby på armen og aflyst møde har vi måtte tage os af noget der slet ikke burde ha’ være et problem.",Power,"Desværre en utrolig dårlig service. Vi havde bestilt et køleskab, og betalt for at få det båret op på 4., men da de to fragtmænd kommer, siger de at det ikke kan komme op, og det bliver så stående nede i vores opgang. Kundeservice fortæller at de først kan få nogle nye fragtmænd ud om et par dage, men da det jo ikke bare kan stå i vores opgang, måtte vi have fat i nogle andre flyttemænd, som heldigvis hurtigt kunne komme, og fik det op uden problemer. Hvorfor ikke bare ordne det ordentligt første gang, når det jo sagtens kunne lade sig gøre. Men nu har vi betalt ekstra, og med baby på armen og aflyst møde har vi måtte tage os af noget der slet ikke burde ha’ være et problem.",0.012857142857143218,Ukendt,2021-01-26,2021,1,1
Ole Klitgaard,17.0,15,2022-12-15,Havde købt opvaskemaskine i Power…,"Havde købt opvaskemaskine i Power Odense og var blevet lovet hurtig levering til varehus, men hørte intet.Forsøgte at skrive på chat flere gange, både på iPad, iPhone og PC. En gemen robot og ikke en chat med personer.Et tlf. nr. til den enkelte afd. findes ikke, men ringede på det angivne hovednr. Ventede i 2 timer i kø, men ingen kontakt.Tog bilen og kørte i Power Odense.Opvaskemaskinen stod på lageret, men om det var min, ingen anelse, men fik den med.Skulle ellers have modtaget SMS, når den bar klar til udlevering.Utroligt, at man ikke kan komme i kontakt uden at skulle køre adskillige km. ØVEllers fin service på afh. lager.Oplevelse i butik kan jeg skrive om en anden gang !",Power,"Havde købt opvaskemaskine i  Odense og var blevet lovet hurtig levering til varehus, men hørte intet.Forsøgte at skrive på chat flere gange, både på iPad, iPhone og PC. En gemen robot og ikke en chat med personer.Et tlf. nr. til den enkelte afd. findes ikke, men ringede på det angivne hovednr. Ventede i 2 timer i kø, men ingen kontakt.Tog bilen og kørte i  Odense.Opvaskemaskinen stod på lageret, men om det var min, ingen anelse, men fik den med.Skulle ellers have modtaget SMS, når den bar klar til udlevering.Utroligt, at man ikke kan komme i kontakt uden at skulle køre adskillige km. ØVEllers fin service på afh. lager.Oplevelse i butik kan jeg skrive om en anden gang !",0.7189256249999997,M,2022-12-15,2022,12,3
kunde,6.0,35,2022-06-16,Jeg skulle købe en ny iPad men blev…,"Jeg skulle købe en ny iPad men blev ikke oplyst at det kun var til wifi , så da jeg kom hjem og ville sætte mit simkort feter at have pakket ud var den ikke til simkort så det var et dårligt køb og man kan ikke bytte for den er pakket ud, dårlig service.Man køber vel ikke en ny bil før den er prøvekørt",Power,"Jeg skulle købe en ny iPad men blev ikke oplyst at det kun var til wifi , så da jeg kom hjem og ville sætte mit simkort feter at have pakket ud var den ikke til simkort så det var et dårligt køb og man kan ikke bytte for den er pakket ud, dårlig service.Man køber vel ikke en ny bil før den er prøvekørt",-0.04509803921568674,Ukendt,2022-06-16,2022,6,3
Christian,17.0,15,2022-12-11,Jeg ønsker ikke at blive kontakter på…,"Jeg ønsker ikke at blive kontakter på mit telefon nummer. Hverken om det ene eller andet, og har heller aldrig givet lov til det.",Power,"Jeg ønsker ikke at blive kontakter på mit telefon nummer. Hverken om det ene eller andet, og har heller aldrig givet lov til det.",-0.5421296296296305,M,2022-12-11,2022,12,6
Jaxx,26.0,15,2020-11-10,Som oftest en dårlig oplevelse ifm køb,"Som oftest en dårlig oplevelse ifm køb. Der annonceres billigt for et produkt, det reserveres og ved afhentning er der så kun demo eller en skadet model, og tilbydes så et mere dyrt produkt.Har oplevet dette ved køb af tv, køleskab og computer.Evt se DR Kontants dokumentar om Power's ""koncept""",Power,"Som oftest en dårlig oplevelse ifm køb. Der annonceres billigt for et produkt, det reserveres og ved afhentning er der så kun demo eller en skadet model, og tilbydes så et mere dyrt produkt.Har oplevet dette ved køb af tv, køleskab og computer.Evt se DR Kontants dokumentar om 's ""koncept""",-0.05925925925925954,Ukendt,2020-11-10,2020,11,1
Hanne Skou Poulsen,10.0,15,2021-04-17,Har leveret komfur som ikke må sælges i…,"Har leveret komfur som ikke må sælges i Danmark, nu forsøger vi at returnere uden at endnu en gang skal betale for fragt",Power,"Har leveret komfur som ikke må sælges i Danmark, nu forsøger vi at returnere uden at endnu en gang skal betale for fragt",-0.05000000000000142,F,2021-04-17,2021,4,5
metin aydin,6.0,15,2023-02-08,Fik varen for sent,Fik varen for sentI butikken har det ikke styr på det Jeg blev sendt forskellige stederTil sidst kunne de ikkefinde min vareKaotisk,Power,Fik varen for sentI butikken har det ikke styr på det Jeg blev sendt forskellige stederTil sidst kunne de ikkefinde min vareKaotisk,-0.074074074074074,Ukendt,2023-02-08,2023,2,2
freja stockmarr,1.0,55,2023-03-04,Giga god service,"Giga god service, både i butik og i kassen! Søde og smilende mennesker",Power,"Giga god service, både i butik og i kassen! Søde og smilende mennesker",2.7667743750000002,F,2023-03-04,2023,3,5
Preben Steffensen,6.0,25,2021-08-28,Dårlig oplevelse ved afhentning af…,"Dårlig oplevelse ved afhentning af reserveret telefon.Der var kun en ansat i hele afdelingen til at betjene kunder.Vi var flere som stod i kø, da den ansatte pludselig spørger hvem som har et nummer som den næste til betjening.Der var ingen af os ventende som havde et nummer og ingen havde tilsyneladende set hvor man skulle trække et nummer.Da det så endelig bliver min tur går det fint med at finde den bestilte telefon ude på lageret, herefter går det galt med ekspeditionen.Ekspedienten siger så at netop i dag har de mulighed for at man kan få et gratis cover og panserglas, så det siger jeg selvfølgelig tak til, vi går herefter over for at kigge på et cover, men her knækker filmen for nu er det pludselig ikke gratis, man kan kun få det gratis hvis man skifter telefon abonnement til Telia.Det er selvfølgelig ikke seriøst længere, jeg beder herefter om at betale telefonen, og bliver fulgt op til jeres kasse terminal.Så alt i alt en dårlig oplevelse.Preben",Power,"Dårlig oplevelse ved afhentning af reserveret telefon.Der var kun en ansat i hele afdelingen til at betjene kunder.Vi var flere som stod i kø, da den ansatte pludselig spørger hvem som har et nummer som den næste til betjening.Der var ingen af os ventende som havde et nummer og ingen havde tilsyneladende set hvor man skulle trække et nummer.Da det så endelig bliver min tur går det fint med at finde den bestilte telefon ude på lageret, herefter går det galt med ekspeditionen.Ekspedienten siger så at netop i dag har de mulighed for at man kan få et gratis cover og panserglas, så det siger jeg selvfølgelig tak til, vi går herefter over for at kigge på et cover, men her knækker filmen for nu er det pludselig ikke gratis, man kan kun få det gratis hvis man skifter telefon abonnement til Telia.Det er selvfølgelig ikke seriøst længere, jeg beder herefter om at betale telefonen, og bliver fulgt op til jeres kasse terminal.Så alt i alt en dårlig oplevelse.Preben",-0.08228276353276359,M,2021-08-28,2021,8,5
The Reviewer,9.0,55,2023-04-28,Tak for hjælpen med at finde en…,Tak for hjælpen med at finde en gammeldags Lenovo oplader! Altid god service hos Power,Power,Tak for hjælpen med at finde en gammeldags Lenovo oplader! Altid god service hos ,2.2532560714285723,Ukendt,2023-04-28,2023,4,4
MONEYMAKER,1.0,15,2023-03-12,30.000kr brugt og Levering af TV ændres uden at kunden bliver kontaktet og rigtigt vægbeslag måtte købes for over dobbelt pris.,"Den korte af den lange er:Power ændrer leveringsdato uden at aftale med dig som kunden så i sidste ende ringer der en chauffør som fortæller han er 13min. fra din hjemmeadresse mens du er på arbejde og 20min væk fra hjemmet for at levere dit 77"" TV, plus Power sælger dig et vægbeslag som slet ikke kan klare TV'ets vægt og producentens 15års garanti samt ansvar ved skader bortfalder hvis du bruger det forkerte. Så jeg måtte betale over det dobbelte for at få det rigtige vægbeslag..Hele historien:Jeg brugte næsten 30.000kr.  hvor jeg fik købt en Iphone, printer, airpods, og et 77"" OLED TV. Jeg stod vitterlig 4 timer i kø i kulden på en fredag kl 03 om morgen for at komme ind og bruge penge til Næstved åbningen. Jeg fik en fin pris på det hele men de kunne ikke sætte levering på grund af en system fejl så jeg blev lovet at jeg ville blive kontaktet på mandag. Mandag er jeg nødt til selv at kontakte power kundeservice hvor de bare har sat en dato på uden at aftale noget med mig. Jeg spørger om jeg kan få levering om torsdag hvilket godt kan lade sig gøre. Vægbeslaget skulle bestilles fra hovedlager og blev sendt med GLS. Onsdag fik jeg hentet den og der var transport skader hele vejen på kassen. Det er nu Torsdag, jeg har gået og ventet på et opkald fra chaufføren i næsten 4 timer. Jeg fik tilsendt en SMS dagen før med et link omkring leveringsoplysninger, her kunne jeg så se at leveringsordren er pludselig annuleret og jeg skal kontakte kundersvice. Kundeservice fortæller mig at fragfirmaet har ikke modtaget TV'et, så de får det først Fredag således TV'et kan leveres Mandag. Jeg spørger hvornår er det lige POWER havde tænkt sig at ringe og fortælle mig det?. Intet svar..  Vi aftaler en ny levering mandag. Det er så nu fredag, en chauffør fra MOVER ringer og fortæller på gebrokkent engelsk at han har varer til mig og er 13 min. fra ankomst. Jeg får chattet med kundeservice som fortæller mig at de har valgt at sende TV'et med Mover da fragtfirmaet ikke kunne levere TV'et fredag. Mens jeg er på arbejde og uden at aftalte dette på forhånd med mig.i al hast tager jeg hjem, og måtte vente 2 timer før TV'et rent faktisk kom. De var 2 polske gutter som så hvor lille min sækkevogn var til TV'et så de båret det indenfor da jeg bor på stueetagen med en have, jeg kvitteret selvfølgelig af med 2 kolde dåser faxe kondi og snickers som tak for hjælpen. Lørdag skal jeg igang med at sætte TV'et op med en kammerat og vi opdager at vægbeslaget som sælgeren solgte mig slet ikke kan klare TV'et. Kundeservice er lukket om weekenden men butikkerne er åbne, så vi tager til Herlev. Snakker med en sælger forklarer hele historien med levering, ændring af levering uden aftale, pludselig står der en chauffør med TV. og forkert vægbeslag solgt som slet ikke er til TV'et. Han forklarer at han ikke kan gøre noget så vi er nødt til at tage til Næstved eller kontakte kundeservice. Så vi måtte punge ud og betalte over det dobbelte for at få et vægbeslag som passer til TV'et. Hvis vi ikke selv havde opdaget det var forkert vægbeslag så var jeg nok endt med et smadret TV.VOR HERRE BEVARES, magen til frækhed og fuldkommen respektløs bevidst handling fra Power.",Power,"Den korte af den lange er: ændrer leveringsdato uden at aftale med dig som kunden så i sidste ende ringer der en chauffør som fortæller han er 13min. fra din hjemmeadresse mens du er på arbejde og 20min væk fra hjemmet for at levere dit 77"" TV, plus  sælger dig et vægbeslag som slet ikke kan klare TV'ets vægt og producentens 15års garanti samt ansvar ved skader bortfalder hvis du bruger det forkerte. Så jeg måtte betale over det dobbelte for at få det rigtige vægbeslag..Hele historien:Jeg brugte næsten 30.000kr.  hvor jeg fik købt en Iphone, printer, airpods, og et 77"" OLED TV. Jeg stod vitterlig 4 timer i kø i kulden på en fredag kl 03 om morgen for at komme ind og bruge penge til Næstved åbningen. Jeg fik en fin pris på det hele men de kunne ikke sætte levering på grund af en system fejl så jeg blev lovet at jeg ville blive kontaktet på mandag. Mandag er jeg nødt til selv at kontakte  kundeservice hvor de bare har sat en dato på uden at aftale noget med mig. Jeg spørger om jeg kan få levering om torsdag hvilket godt kan lade sig gøre. Vægbeslaget skulle bestilles fra hovedlager og blev sendt med GLS. Onsdag fik jeg hentet den og der var transport skader hele vejen på kassen. Det er nu Torsdag, jeg har gået og ventet på et opkald fra chaufføren i næsten 4 timer. Jeg fik tilsendt en SMS dagen før med et link omkring leveringsoplysninger, her kunne jeg så se at leveringsordren er pludselig annuleret og jeg skal kontakte kundersvice. Kundeservice fortæller mig at fragfirmaet har ikke modtaget TV'et, så de får det først Fredag således TV'et kan leveres Mandag. Jeg spørger hvornår er det lige  havde tænkt sig at ringe og fortælle mig det?. Intet svar..  Vi aftaler en ny levering mandag. Det er så nu fredag, en chauffør fra MOVER ringer og fortæller på gebrokkent engelsk at han har varer til mig og er 13 min. fra ankomst. Jeg får chattet med kundeservice som fortæller mig at de har valgt at sende TV'et med Mover da fragtfirmaet ikke kunne levere TV'et fredag. Mens jeg er på arbejde og uden at aftalte dette på forhånd med mig.i al hast tager jeg hjem, og måtte vente 2 timer før TV'et rent faktisk kom. De var 2 polske gutter som så hvor lille min sækkevogn var til TV'et så de båret det indenfor da jeg bor på stueetagen med en have, jeg kvitteret selvfølgelig af med 2 kolde dåser faxe kondi og snickers som tak for hjælpen. Lørdag skal jeg igang med at sætte TV'et op med en kammerat og vi opdager at vægbeslaget som sælgeren solgte mig slet ikke kan klare TV'et. Kundeservice er lukket om weekenden men butikkerne er åbne, så vi tager til Herlev. Snakker med en sælger forklarer hele historien med levering, ændring af levering uden aftale, pludselig står der en chauffør med TV. og forkert vægbeslag solgt som slet ikke er til TV'et. Han forklarer at han ikke kan gøre noget så vi er nødt til at tage til Næstved eller kontakte kundeservice. Så vi måtte punge ud og betalte over det dobbelte for at få et vægbeslag som passer til TV'et. Hvis vi ikke selv havde opdaget det var forkert vægbeslag så var jeg nok endt med et smadret TV.VOR HERRE BEVARES, magen til frækhed og fuldkommen respektløs bevidst handling fra .",0.16416940461967322,Ukendt,2023-03-12,2023,3,6
Jørgen Andresen,1.0,15,2021-12-18,Virkelig elendig kunderådgivning,Virkelig elendig kunderådgivningFøler mig ført bag lyset hvor det ikke handler om ærlighedhed men salg,Power,Virkelig elendig kunderådgivningFøler mig ført bag lyset hvor det ikke handler om ærlighedhed men salg,-0.05416666666666644,M,2021-12-18,2021,12,5
Grete Scharff Frederiksen,3.0,35,2022-01-16,Fik sendt åbnede og defekte ting,"Købte 2 stk. lamper (Wiz) Ved modtagelsen havde begge æsker været åbnet, og den ene lampe var defekt. Fik byttet til nye uden problemer -men undre mig over, at brugte ting bliver solgt til andre som nye.",Power,"Købte 2 stk. lamper (Wiz) Ved modtagelsen havde begge æsker været åbnet, og den ene lampe var defekt. Fik byttet til nye uden problemer -men undre mig over, at brugte ting bliver solgt til andre som nye.",-0.4416666666666667,F,2022-01-16,2022,1,6
Christian Lehmann,8.0,55,2021-01-16,Bestilte en opvaskemaskine incl…,"Bestilte en opvaskemaskine incl montering. Var sikker på, at jeg selv kunne afmontere den gamle, men men men...Det var intet problem at ændre ordren, så den også blev incl afmontering og bortskaffelse. Rigtig god service!",Power,"Bestilte en opvaskemaskine incl montering. Var sikker på, at jeg selv kunne afmontere den gamle, men men men...Det var intet problem at ændre ordren, så den også blev incl afmontering og bortskaffelse. Rigtig god service!",0.4502362499999976,M,2021-01-16,2021,1,5
eigil,5.0,15,2021-12-06,Den 17/11 køber vi et køleskab incl…,"Den 17/11 køber vi et køleskab incl levering og montering, det skulle så være d 2/12 og de lovede og ringe hvis de ikke kunne levere til tiden, da vi jo skulle have det gamle køleskab ud. Onsdag blev det gamle flyttet ud og torsdag blev vi ringet op af fragtfirmaet at de desværre ikke havde varen men fik den nok mandag. Vi prøvede og kontakte power fik kundeservice der ville kontakte Kolding hvor vi så ville blive ringet op af dem indenfor 24 timer, har ikke hørt en lyd, mandag prøver vi at ringe,  chatte, ingen held, så manden kørte til Kolding, de beklagede meget , men det hjalp ikke os så vi fik pengene retur. En utrolig dårlig kundeservice.",Power,"Den 17/11 køber vi et køleskab incl levering og montering, det skulle så være d 2/12 og de lovede og ringe hvis de ikke kunne levere til tiden, da vi jo skulle have det gamle køleskab ud. Onsdag blev det gamle flyttet ud og torsdag blev vi ringet op af fragtfirmaet at de desværre ikke havde varen men fik den nok mandag. Vi prøvede og kontakte  fik kundeservice der ville kontakte Kolding hvor vi så ville blive ringet op af dem indenfor 24 timer, har ikke hørt en lyd, mandag prøver vi at ringe,  chatte, ingen held, så manden kørte til Kolding, de beklagede meget , men det hjalp ikke os så vi fik pengene retur. En utrolig dårlig kundeservice.",-0.42339743589743584,M,2021-12-06,2021,12,0
Anders Jensen,2.0,15,2022-12-30,Uinspirerende personale,"Uinspirerende personale, medarbejder virkede til ikke at ville arbejde eller vejlede.",Power,"Uinspirerende personale, medarbejder virkede til ikke at ville arbejde eller vejlede.",0.111111111111111,M,2022-12-30,2022,12,4
Anna Thormann,8.0,35,2021-10-21,Ekspedienten glemte en alarm på en af…,Ekspedienten glemte en alarm på en af vores varer og virkede iøvrigt som om hun kedede sig voldsomt. Selvom der var ret travlt....,Power,Ekspedienten glemte en alarm på en af vores varer og virkede iøvrigt som om hun kedede sig voldsomt. Selvom der var ret travlt....,-0.9285714285714287,F,2021-10-21,2021,10,3
Pernille,50.0,55,2022-02-09,Positiv oplevelse af mit første køb hos…,"Positiv oplevelse af mit første køb hos Power, først hos Christoffer gennem chatten, og efterfølgende ombytning af tvet til anden model, i Rosengårdcentret. Havde ellers svoret aldrig at ville handle hos Power, efter min første oplevelse, hvor jeg blev mødt af arrogance, nok fordi jeg efterspurgte et tv i den billige ende. Det var dengang I åbnede i Rosengårdcentret og det viste sig endda senere, at det var ejeren selv jeg havde mødt. Nu kender man jo ikke en kundes købekraft, ved blot “at skue hunden på hårene”Så tak til de MEDARBEJDERE jeg har mødt - de fortjener ros.",Power,"Positiv oplevelse af mit første køb hos , først hos Christoffer gennem chatten, og efterfølgende ombytning af tvet til anden model, i Rosengårdcentret. Havde ellers svoret aldrig at ville handle hos , efter min første oplevelse, hvor jeg blev mødt af arrogance, nok fordi jeg efterspurgte et tv i den billige ende. Det var dengang I åbnede i Rosengårdcentret og det viste sig endda senere, at det var ejeren selv jeg havde mødt. Nu kender man jo ikke en kundes købekraft, ved blot “at skue hunden på hårene”Så tak til de MEDARBEJDERE jeg har mødt - de fortjener ros.",0.6022735042735042,F,2022-02-09,2022,2,2
Lene L. Christensen,60.0,55,2021-02-18,Nem bestilling,Nem bestilling. 2 timer senere havde jeg min vare. Alt i alt en god oplevelse.,Power,Nem bestilling. 2 timer senere havde jeg min vare. Alt i alt en god oplevelse.,0.7916666666666667,F,2021-02-18,2021,2,3
Finn Johansen,1.0,45,2023-04-22,Rigtig god service og behagelig…,Rigtig god service og behagelig medarbejder,Power,Rigtig god service og behagelig medarbejder,1.822222222222221,M,2023-04-22,2023,4,5
Ole Vilandt,7.0,25,2020-07-18,Ventede meget længere på at få hjælp og…,"Ventede meget længere på at få hjælp og da han endelig kom virkede han ugidelig, så alt i alt ikke en positiv oplevelse.",Power,"Ventede meget længere på at få hjælp og da han endelig kom virkede han ugidelig, så alt i alt ikke en positiv oplevelse.",-0.5462962962962965,M,2020-07-18,2020,7,5
Nick Bøgh,3.0,15,2021-03-28,Jeg bestilte et PS4 joystick på…,"Jeg bestilte et PS4 joystick på power.dk.Modtager det nogle dage efter. Emballagen var ødelagt, og joysticket lignede et der var brugt. Jeg måtte en tur til en fysisk butik for at få det byttet.",Power,"Jeg bestilte et PS4 joystick på .dk.Modtager det nogle dage efter. Emballagen var ødelagt, og joysticket lignede et der var brugt. Jeg måtte en tur til en fysisk butik for at få det byttet.",-0.125,Ukendt,2021-03-28,2021,3,6
Susanne Hansen ,15.0,35,2023-05-03,Det er umulig at få hjælp jeg stod i 15…,Det er umulig at få hjælp jeg stod i 15 min ved en mand omme ved tandbørsterDer stod virklige en og skulle have skæret ud i pap hvordan man brugte en kaffemaskine til kapslerSå jeg måtte godt rundt og finde en anden en jeg var ved at gå ud af mit gode skind Var så tæt på at spørge om jeg ikke lige kunne spørge om noget men 😏Det siger de andre også man skal have god tid hvis man skal i power 😅Og det her er ikke første gangMen hvis man bare skal ind og købe noget uden at jeg skal have hjælp så er det sikkert fint nokDer har ikke været noget galt med de ting jeg har købt,Power,Det er umulig at få hjælp jeg stod i 15 min ved en mand omme ved tandbørsterDer stod virklige en og skulle have skæret ud i pap hvordan man brugte en kaffemaskine til kapslerSå jeg måtte godt rundt og finde en anden en jeg var ved at gå ud af mit gode skind Var så tæt på at spørge om jeg ikke lige kunne spørge om noget men 😏Det siger de andre også man skal have god tid hvis man skal i  😅Og det her er ikke første gangMen hvis man bare skal ind og købe noget uden at jeg skal have hjælp så er det sikkert fint nokDer har ikke været noget galt med de ting jeg har købt,0.4797542735042735,F,2023-05-03,2023,5,2
Kunde,46.0,35,2020-06-08,Rimelig service,"Rimelig service, i leverede dog ikke på dagen, men det blev ordnet",Power,"Rimelig service, i leverede dog ikke på dagen, men det blev ordnet",0.7416666666666661,Ukendt,2020-06-08,2020,6,0
